날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2021-03-20,22,7.9,,2.8,89,1157
2021-03-20,23,7.7,,3.7,89,837
2021-03-21,00,7.4,0.0,2.5,89,600
2021-03-21,01,7.1,,2.7,88,862
2021-03-21,02,6.7,,2.8,88,725
2021-03-21,03,6.2,,3.4,87,638
2021-03-21,04,5.5,,2.6,79,896
2021-03-21,05,5.1,,3.2,83,651
2021-03-21,06,4.7,,2.9,86,597
2021-03-21,07,4.7,,3.5,85,688
2021-03-21,08,4.9,,3.2,86,703
2021-03-21,09,5.5,,3.0,80,858
2021-03-21,10,5.9,,3.1,75,960
2021-03-21,11,6.7,,3.4,73,970
2021-03-21,12,8.0,,5.7,57,2000
2021-03-21,13,6.7,,3.2,70,2000
2021-03-21,14,7.9,,5.6,58,2000
2021-03-21,15,8.0,0.3,5.4,48,2000
2021-03-21,16,7.8,,5.7,46,2000
2021-03-21,17,7.2,,6.4,48,2000
2021-03-21,18,6.1,,5.8,50,2000
2021-03-21,19,5.3,,5.0,54,2000
2021-03-21,20,5.2,,4.6,56,2000
2021-03-21,21,4.6,,5.1,56,2000
2021-03-21,22,3.9,,5.0,60,2000
2021-03-21,23,3.5,,3.7,63,2000
2021-03-22,00,3.2,,3.9,63,2000
2021-03-22,01,2.8,,2.7,63,2000
2021-03-22,02,2.5,,3.0,63,2000
2021-03-22,03,2.2,,2.8,64,2000
2021-03-22,04,1.9,,2.2,67,2000
2021-03-22,05,1.7,,2.0,68,2000
2021-03-22,06,1.5,,2.7,69,2000
2021-03-22,07,1.1,,0.3,70,2000
2021-03-22,08,2.3,,1.8,68,2000
2021-03-22,09,4.8,,2.9,54,2000
2021-03-22,10,6.7,,3.5,49,2000
2021-03-22,11,8.2,,3.1,42,2000
2021-03-22,12,9.9,,3.6,36,2000
2021-03-22,13,10.2,,4.7,36,2000
2021-03-22,14,10.6,,5.2,36,2000
2021-03-22,15,10.6,,4.8,40,2000
2021-03-22,16,10.6,,5.3,40,2000
2021-03-22,17,10.8,,3.6,27,2000
2021-03-22,18,9.3,,5.0,34,2000
2021-03-22,19,8.1,,3.4,42,2000
2021-03-22,20,7.1,,3.3,59,2000
2021-03-22,21,6.4,,3.2,65,2000
2021-03-22,22,5.8,,1.5,69,2000
2021-03-22,23,5.4,,2.5,78,1575
2021-03-23,00,5.1,,2.3,80,1473
2021-03-23,01,4.8,,1.9,80,1502
2021-03-23,02,4.3,,1.8,79,1484
2021-03-23,03,3.8,,0.6,80,1489
2021-03-23,04,3.3,,0.5,84,1365
2021-03-23,05,2.7,,1.5,86,1150
2021-03-23,06,2.9,,1.8,90,1112
2021-03-23,07,2.8,,2.3,87,968
2021-03-23,08,3.9,,2.5,84,1167
2021-03-23,09,6.3,,1.3,75,1249
2021-03-23,10,8.5,,1.3,68,1390
2021-03-23,11,10.8,,3.1,61,1478
2021-03-23,12,12.8,,3.5,55,1538
2021-03-23,13,14.6,,4.3,48,1945
2021-03-23,14,15.5,,4.5,46,1993
2021-03-23,15,16.0,,3.4,39,2000
2021-03-23,16,15.3,,4.1,37,2000
2021-03-23,17,14.8,,4.4,35,2000
2021-03-23,18,12.7,,5.0,49,2000
2021-03-23,19,11.2,,3.1,54,2000
2021-03-23,20,10.2,,3.4,55,2000
2021-03-23,21,9.5,,1.8,57,2000
2021-03-23,22,9.2,,2.0,57,2000
2021-03-23,23,8.7,,1.6,57,2000
2021-03-24,00,8.5,,2.2,63,2000
2021-03-24,01,8.3,,3.4,65,1747
2021-03-24,02,7.8,,1.0,64,1685
2021-03-24,03,7.7,,3.0,69,1449
2021-03-24,04,7.3,,1.6,67,1451
2021-03-24,05,6.6,,1.1,72,1212
2021-03-24,06,5.9,,0.7,76,1012
2021-03-24,07,5.9,,2.0,80,873
2021-03-24,08,6.6,,2.1,74,1282
2021-03-24,09,8.6,,1.7,63,1792
2021-03-24,10,10.1,,2.8,54,2000
2021-03-24,11,12.0,,2.3,51,2000
2021-03-24,12,13.8,,2.8,45,2000
2021-03-24,13,15.0,,3.2,41,2000
2021-03-24,14,15.8,,3.7,40,2000
2021-03-24,15,16.6,,3.6,41,2000
2021-03-24,16,16.7,,2.4,41,2000
2021-03-24,17,15.4,,4.3,47,2000
2021-03-24,18,14.1,,4.1,52,2000
2021-03-24,19,11.9,,3.4,61,2000
2021-03-24,20,10.8,,3.0,69,2000
2021-03-24,21,10.5,,2.2,70,2000
2021-03-24,22,10.0,,1.2,71,2000
2021-03-24,23,9.3,,1.3,73,2000
2021-03-25,00,9.1,,0.8,76,2000
2021-03-25,01,8.9,,1.1,78,2000
2021-03-25,02,8.9,,0.8,79,2000
2021-03-25,03,9.0,,1.2,81,2000
2021-03-25,04,9.0,,1.9,83,2000
2021-03-25,05,9.0,,0.6,82,1775
2021-03-25,06,9.1,,0.8,82,1591
2021-03-25,07,8.5,,1.8,84,1239
2021-03-25,08,8.8,,1.8,82,1261
2021-03-25,09,10.1,,1.1,76,1466
2021-03-25,10,12.7,,1.4,68,1514
2021-03-25,11,14.6,,2.5,59,1458
2021-03-25,12,15.8,,3.0,52,1374
2021-03-25,13,17.1,,3.0,48,1305
2021-03-25,14,18.8,,2.8,46,1187
2021-03-25,15,18.5,,3.2,40,1558
2021-03-25,16,18.1,,3.8,42,1486
2021-03-25,17,17.5,,2.9,44,1467
2021-03-25,18,15.5,,3.7,55,1258
2021-03-25,19,13.1,,3.4,62,1314
2021-03-25,20,11.9,,2.9,64,1367
2021-03-25,21,10.0,,3.3,74,867
2021-03-25,22,8.6,,2.0,80,590
2021-03-25,23,7.5,,2.2,85,401
2021-03-26,00,6.8,,2.4,88,288
2021-03-26,01,6.1,,1.7,90,220
2021-03-26,02,5.8,,1.6,91,233
2021-03-26,03,5.7,,1.3,92,223
2021-03-26,04,5.4,,1.4,93,190
2021-03-26,05,5.2,,0.9,93,173
2021-03-26,06,5.0,,1.0,93,190
2021-03-26,07,4.9,,0.9,94,188
2021-03-26,08,5.8,,0.3,94,240
2021-03-26,09,8.4,,1.9,87,338
2021-03-26,10,10.8,,1.2,72,441
2021-03-26,11,13.7,,1.0,56,573
2021-03-26,12,15.4,,0.8,47,706
2021-03-26,13,17.3,,2.0,39,1038
2021-03-26,14,18.9,,1.3,37,964
2021-03-26,15,19.8,,1.3,31,1280
2021-03-26,16,20.6,,2.1,29,1153
2021-03-26,17,19.4,,1.3,28,1287
2021-03-26,18,18.9,,1.4,27,1687
2021-03-26,19,16.9,,2.4,37,826
2021-03-26,20,15.8,,0.9,39,822
2021-03-26,21,14.9,,0.8,41,879
2021-03-26,22,13.7,,1.4,43,1084
2021-03-26,23,13.1,,0.2,47,1029
2021-03-27,00,12.6,,0.8,49,763
2021-03-27,01,12.3,,0.1,51,766
2021-03-27,02,12.1,,0.6,51,833
2021-03-27,03,11.9,,1.7,43,1653
2021-03-27,04,11.6,,0.4,44,1859
2021-03-27,05,11.1,,1.5,48,1955
2021-03-27,06,10.4,,1.4,53,1707
2021-03-27,07,10.3,,1.8,53,1476
2021-03-27,08,11.5,,2.4,49,1397
2021-03-27,09,12.6,,3.0,47,1399
2021-03-27,10,13.1,,2.8,46,1650
2021-03-27,11,13.6,,2.7,46,1503
2021-03-27,12,14.9,0.0,2.7,42,1921
2021-03-27,13,13.1,,3.2,65,972
2021-03-27,14,12.1,,4.4,78,935
2021-03-27,15,11.4,4.0,4.2,87,471
2021-03-27,16,11.2,,3.9,92,348
2021-03-27,17,11.1,,3.3,93,312
2021-03-27,18,11.1,9.8,3.9,96,266
2021-03-27,19,11.2,,3.7,97,246
2021-03-27,20,11.5,,3.3,98,218
2021-03-27,21,11.7,5.8,2.4,99,205
2021-03-27,22,12.0,,2.5,99,382
2021-03-27,23,12.2,,2.5,100,237
2021-03-28,00,12.4,5.9,2.2,100,162
2021-03-28,01,12.5,,1.0,98,137
2021-03-28,02,12.8,,3.1,99,437
2021-03-28,03,11.9,3.6,5.4,97,630
2021-03-28,04,10.6,,6.2,97,673
2021-03-28,05,9.2,,3.9,96,511
2021-03-28,06,8.3,1.3,3.8,98,116
2021-03-28,07,7.7,,5.3,100,158
2021-03-28,08,7.8,,3.7,100,238
2021-03-28,09,7.8,2.8,3.0,98,584
2021-03-28,10,7.9,,3.2,99,189
2021-03-28,11,8.2,,2.6,99,297
2021-03-28,12,8.4,0.5,2.3,100,249
2021-03-28,13,8.9,,3.4,99,564
2021-03-28,14,8.9,,4.6,98,756
2021-03-28,15,8.8,0.0,3.9,95,879
2021-03-28,16,9.0,,3.6,92,1361
2021-03-28,17,8.9,,3.1,89,2000
2021-03-28,18,8.8,,3.4,90,1974
2021-03-28,19,8.9,,2.4,90,1427
2021-03-28,20,9.0,,2.4,91,1073
2021-03-28,21,9.3,0.0,3.0,91,730
2021-03-28,22,9.4,,1.9,92,466
2021-03-28,23,8.9,,2.9,95,154
2021-03-29,00,8.8,1.0,3.2,97,215
2021-03-29,01,9.0,,3.7,100,114
2021-03-29,02,8.9,,3.4,99,155
2021-03-29,03,8.6,0.2,3.1,97,118
2021-03-29,04,8.2,,2.8,96,122
2021-03-29,05,8.2,,2.3,96,143
2021-03-29,06,8.3,,2.4,96,139
2021-03-29,07,8.4,,1.7,93,224
2021-03-29,08,8.7,,2.2,91,289
2021-03-29,09,9.4,,2.3,83,346
2021-03-29,10,10.9,,3.6,57,724
2021-03-29,11,12.4,,4.0,46,1467
2021-03-29,12,13.5,,4.9,36,2000
2021-03-29,13,13.9,,4.1,40,1504
2021-03-29,14,14.2,,5.3,35,2000
2021-03-29,15,13.0,,5.7,35,2000
2021-03-29,16,13.6,,5.1,34,2000
2021-03-29,17,12.6,,4.5,38,1949
2021-03-29,18,11.9,,3.2,38,1993
2021-03-29,19,10.7,,3.0,42,1772
2021-03-29,20,10.0,,3.0,45,1378
2021-03-29,21,9.3,,2.4,50,1036
2021-03-29,22,8.8,,3.0,52,922
2021-03-29,23,8.0,,1.7,56,912
2021-03-30,00,7.3,,1.3,63,761
2021-03-30,01,6.5,,1.4,68,721
2021-03-30,02,5.7,,1.9,73,728
2021-03-30,03,5.2,,2.1,76,723
2021-03-30,04,4.9,,0.7,79,771
2021-03-30,05,4.4,,1.6,81,836
2021-03-30,06,4.2,,0.4,80,1371
2021-03-30,07,4.5,,1.0,74,1683
2021-03-30,08,5.8,,1.2,72,1740
2021-03-30,09,8.2,,1.0,55,1894
2021-03-30,10,11.0,,2.8,44,2000
2021-03-30,11,13.2,,1.8,36,2000
2021-03-30,12,14.4,,3.4,27,2000
2021-03-30,13,16.0,,3.3,23,2000
2021-03-30,14,17.2,,3.1,22,2000
2021-03-30,15,17.8,,3.9,25,2000
2021-03-30,16,18.2,,3.0,25,2000
2021-03-30,17,17.7,,3.2,25,2000
2021-03-30,18,16.2,,4.8,34,2000
2021-03-30,19,13.4,,4.3,33,2000
2021-03-30,20,11.7,,3.6,34,2000
2021-03-30,21,11.1,,2.6,34,2000
2021-03-30,22,10.3,,1.5,36,2000
2021-03-30,23,9.7,,1.7,43,2000
2021-03-31,00,9.0,,0.6,47,2000
2021-03-31,01,8.4,,1.3,47,2000
2021-03-31,02,8.1,,1.6,51,2000
2021-03-31,03,7.6,,1.1,57,2000
2021-03-31,04,7.3,,0.9,56,2000
2021-03-31,05,6.6,,0.4,57,2000
2021-03-31,06,6.2,,1.3,61,2000
2021-03-31,07,6.0,,1.0,63,2000
2021-03-31,08,7.8,,0.8,61,2000
2021-03-31,09,10.9,,0.9,53,2000
2021-03-31,10,14.0,,2.4,41,2000
2021-03-31,11,15.5,,0.8,36,2000
2021-03-31,12,17.7,,1.1,30,2000
2021-03-31,13,19.8,,1.9,24,2000
2021-03-31,14,21.4,,2.3,19,2000
2021-03-31,15,22.3,,2.6,21,2000
2021-03-31,16,22.2,,3.0,21,2000
2021-03-31,17,22.1,,2.8,22,2000
2021-03-31,18,21.1,,2.3,22,2000
2021-03-31,19,18.9,,1.8,30,2000
2021-03-31,20,17.5,,2.9,35,2000
2021-03-31,21,16.8,,3.0,37,2000
2021-03-31,22,16.1,,1.3,44,2000
2021-03-31,23,14.7,,1.8,50,2000
2021-04-01,00,13.5,,2.3,47,2000
2021-04-01,01,13.1,,1.4,49,2000
2021-04-01,02,12.4,,2.1,53,2000
2021-04-01,03,13.1,,3.4,43,2000
2021-04-01,04,13.0,,3.1,44,2000
2021-04-01,05,13.0,,2.9,44,2000
2021-04-01,06,12.6,,3.0,45,2000
2021-04-01,07,12.0,,3.5,46,2000
2021-04-01,08,14.0,,3.5,43,2000
2021-04-01,09,16.2,,4.3,38,2000
2021-04-01,10,18.2,,3.7,31,2000
2021-04-01,11,20.2,,2.9,25,2000
2021-04-01,12,21.7,,3.2,21,2000
2021-04-01,13,22.6,,3.5,20,2000
2021-04-01,14,23.6,,3.2,20,2000
2021-04-01,15,23.2,,3.6,19,2000
2021-04-01,16,23.5,,3.0,20,2000
2021-04-01,17,23.0,,3.6,22,2000
2021-04-01,18,22.3,,2.4,24,2000
2021-04-01,19,20.6,,4.6,25,2000
2021-04-01,20,19.2,,3.4,27,2000
2021-04-01,21,18.1,,3.7,33,2000
2021-04-01,22,16.5,,6.5,38,2000
2021-04-01,23,15.4,,5.7,40,2000
2021-04-02,00,14.6,,5.1,41,2000
2021-04-02,01,14.2,,4.8,39,2000
2021-04-02,02,13.7,,4.3,39,2000
2021-04-02,03,12.9,,4.8,43,2000
2021-04-02,04,12.6,,5.0,45,2000
2021-04-02,05,12.8,,3.7,45,2000
2021-04-02,06,12.7,,3.6,45,2000
2021-04-02,07,12.9,,4.0,44,2000
2021-04-02,08,13.6,,4.1,42,2000
2021-04-02,09,15.4,,4.9,38,2000
2021-04-02,10,17.4,,3.9,34,2000
2021-04-02,11,18.9,,3.9,29,2000
2021-04-02,12,20.7,,3.9,26,2000
2021-04-02,13,21.6,,2.8,26,2000
2021-04-02,14,22.0,,2.1,26,2000
2021-04-02,15,22.9,,1.6,26,2000
2021-04-02,16,22.3,,0.9,27,2000
2021-04-02,17,21.7,,1.9,29,2000
2021-04-02,18,21.0,,1.8,30,2000
2021-04-02,19,19.9,0.0,2.3,34,2000
2021-04-02,20,19.4,0.0,2.9,35,2000
2021-04-02,21,19.0,,0.8,36,2000
2021-04-02,22,18.8,,2.5,38,2000
2021-04-02,23,18.4,,2.4,40,2000
2021-04-03,00,18.0,,2.4,41,2000
2021-04-03,01,17.7,,1.8,45,2000
2021-04-03,02,17.6,,2.5,49,2000
2021-04-03,03,17.7,,2.4,51,2000
2021-04-03,04,17.6,,2.4,54,2000
2021-04-03,05,17.6,,2.5,57,2000
2021-04-03,06,17.4,,3.4,59,2000
2021-04-03,07,17.3,,3.2,60,2000
2021-04-03,08,17.3,0.0,2.6,60,2000
2021-04-03,09,17.5,0.0,1.4,62,2000
2021-04-03,10,16.8,0.7,1.9,79,521
2021-04-03,11,15.8,4.1,2.2,89,206
2021-04-03,12,14.9,10.3,2.9,94,165
2021-04-03,13,14.8,8.0,2.1,94,386
2021-04-03,14,14.5,5.5,3.7,96,285
2021-04-03,15,14.4,4.7,3.3,96,327
2021-04-03,16,14.4,4.5,3.9,98,274
2021-04-03,17,14.3,3.0,3.3,98,240
2021-04-03,18,14.2,4.0,2.9,98,360
2021-04-03,19,14.0,4.4,3.3,97,1769
2021-04-03,20,13.5,1.1,5.0,95,501
2021-04-03,21,12.5,0.0,5.4,94,661
2021-04-03,22,11.7,5.3,5.1,95,495
2021-04-03,23,11.4,0.6,3.7,94,2000
2021-04-04,00,10.9,0.0,3.9,92,1482
2021-04-04,01,10.5,0.2,3.9,96,877
2021-04-04,02,10.3,0.0,4.4,94,1988
2021-04-04,03,10.4,0.0,3.9,91,2000
2021-04-04,04,10.2,0.0,3.3,92,1799
2021-04-04,05,9.7,0.3,4.5,93,1393
2021-04-04,06,9.5,0.1,3.6,91,2000
2021-04-04,07,9.6,,4.3,86,2000
2021-04-04,08,10.0,,3.8,80,2000
2021-04-04,09,10.7,,4.5,75,2000
2021-04-04,10,11.6,,3.4,67,2000
2021-04-04,11,12.8,,3.3,61,2000
2021-04-04,12,14.7,,3.6,53,2000
2021-04-04,13,15.5,,2.8,51,2000
2021-04-04,14,15.4,,1.7,50,2000
2021-04-04,15,15.4,,1.9,50,2000
2021-04-04,16,15.0,,2.3,52,2000
2021-04-04,17,14.8,,2.4,51,2000
2021-04-04,18,14.3,,2.7,50,2000
2021-04-04,19,13.6,,2.4,51,2000
2021-04-04,20,12.3,,2.5,54,2000
2021-04-04,21,11.4,,3.7,55,2000
2021-04-04,22,10.3,,2.2,60,2000
2021-04-04,23,9.6,,3.1,60,2000
2021-04-05,00,9.0,,2.1,61,2000
2021-04-05,01,8.1,,1.8,67,2000
2021-04-05,02,7.4,,2.6,69,2000
2021-04-05,03,6.8,,2.8,71,2000
2021-04-05,04,6.5,,2.1,72,2000
2021-04-05,05,6.1,,2.3,75,2000
2021-04-05,06,5.5,,2.3,78,2000
2021-04-05,07,5.4,,2.3,78,2000
2021-04-05,08,7.9,,2.6,66,2000
2021-04-05,09,10.4,,3.1,51,2000
2021-04-05,10,12.5,,3.4,34,2000
2021-04-05,11,14.2,,3.3,28,2000
2021-04-05,12,15.4,,2.2,24,2000
2021-04-05,13,16.6,,2.3,24,2000
2021-04-05,14,17.9,,1.7,23,2000
2021-04-05,15,18.4,,2.4,23,2000
2021-04-05,16,19.0,,1.8,21,2000
2021-04-05,17,17.4,,5.1,37,2000
2021-04-05,18,15.9,,4.2,39,2000
2021-04-05,19,14.4,,2.7,39,2000
2021-04-05,20,13.3,,2.0,41,2000
2021-04-05,21,12.3,,1.6,45,2000
2021-04-05,22,11.4,,1.5,48,2000
2021-04-05,23,10.6,,0.7,50,2000
2021-04-06,00,10.8,,0.4,52,2000
2021-04-06,01,10.9,,2.0,54,2000
2021-04-06,02,10.8,,1.0,55,2000
2021-04-06,03,10.3,,1.4,58,2000
2021-04-06,04,10.0,,1.9,61,2000
2021-04-06,05,9.5,,1.5,64,2000
2021-04-06,06,9.4,,1.6,66,2000
2021-04-06,07,9.4,,0.5,64,2000
2021-04-06,08,10.5,,1.2,63,2000
2021-04-06,09,12.5,,1.5,57,2000
2021-04-06,10,14.2,,2.3,49,2000
2021-04-06,11,16.1,,2.2,37,2000
2021-04-06,12,17.0,,3.1,32,2000
2021-04-06,13,18.2,,4.1,29,2000
2021-04-06,14,18.9,,3.5,34,2000
2021-04-06,15,18.8,,4.8,33,2000
2021-04-06,16,18.6,,4.8,35,2000
2021-04-06,17,18.2,,4.5,38,1984
2021-04-06,18,17.4,,3.2,48,1999
2021-04-06,19,16.0,,2.5,48,2000
2021-04-06,20,15.1,,3.8,48,2000
2021-04-06,21,14.2,,3.2,52,2000
2021-04-06,22,12.9,,1.6,56,2000
2021-04-06,23,12.1,,2.7,59,1818
2021-04-07,00,11.4,,3.0,61,1638
2021-04-07,01,10.6,,2.3,64,1432
2021-04-07,02,10.0,,2.6,69,1215
2021-04-07,03,9.4,,1.6,70,1109
2021-04-07,04,9.0,,1.7,71,1046
2021-04-07,05,8.7,,2.2,75,748
2021-04-07,06,8.2,,1.2,77,694
2021-04-07,07,8.3,,1.2,79,729
2021-04-07,08,10.0,,2.0,72,1247
2021-04-07,09,12.6,,1.2,62,1168
2021-04-07,10,14.9,,1.8,57,895
2021-04-07,11,16.7,,2.8,46,1141
2021-04-07,12,18.9,,2.9,31,1643
2021-04-07,13,19.3,,4.0,27,2000
2021-04-07,14,20.2,,4.2,28,2000
2021-04-07,15,20.4,,3.8,32,2000
2021-04-07,16,19.7,,4.3,28,2000
2021-04-07,17,18.8,,4.2,29,2000
2021-04-07,18,17.5,,3.6,27,2000
2021-04-07,19,15.8,,2.7,28,2000
2021-04-07,20,14.8,,2.7,29,2000
2021-04-07,21,13.8,,2.4,40,2000
2021-04-07,22,13.0,,2.2,51,2000
2021-04-07,23,12.5,,2.6,51,2000
2021-04-08,00,12.0,,2.8,41,2000
2021-04-08,01,11.3,,2.5,38,2000
2021-04-08,02,10.6,,2.3,37,2000
2021-04-08,03,10.1,,2.9,40,2000
2021-04-08,04,8.9,,0.8,41,2000
2021-04-08,05,8.1,,1.1,45,2000
2021-04-08,06,7.6,,1.1,48,2000
2021-04-08,07,7.2,,1.3,49,2000
2021-04-08,08,10.1,,2.2,47,2000
2021-04-08,09,12.6,,2.4,42,2000
2021-04-08,10,13.9,,2.4,40,2000
2021-04-08,11,16.2,,1.0,36,2000
2021-04-08,12,15.8,,4.2,30,2000
2021-04-08,13,16.5,,3.6,27,2000
2021-04-08,14,17.7,,3.3,31,2000
2021-04-08,15,17.5,,4.4,28,2000
2021-04-08,16,17.8,,5.0,25,2000
2021-04-08,17,17.4,,5.0,24,2000
2021-04-08,18,16.8,,4.7,23,2000
2021-04-08,19,15.1,,4.5,27,2000
2021-04-08,20,13.9,,3.0,28,2000
2021-04-08,21,13.0,,2.4,28,2000
2021-04-08,22,12.0,,2.8,31,2000
2021-04-08,23,11.2,,3.3,33,2000
2021-04-09,00,10.4,,1.4,33,2000
2021-04-09,01,10.1,,3.5,38,2000
2021-04-09,02,9.5,,1.8,38,2000
2021-04-09,03,8.6,,1.1,41,2000
2021-04-09,04,7.8,,0.8,43,2000
2021-04-09,05,7.7,,2.4,42,2000
2021-04-09,06,7.7,,2.9,44,2000
2021-04-09,07,8.8,,4.6,51,2000
2021-04-09,08,10.6,,4.3,52,2000
2021-04-09,09,12.4,,4.6,49,2000
2021-04-09,10,14.2,,4.2,43,2000
2021-04-09,11,15.8,,2.0,38,2000
2021-04-09,12,17.0,,2.3,34,2000
2021-04-09,13,17.2,,1.4,30,2000
2021-04-09,14,18.8,,1.8,26,2000
2021-04-09,15,19.3,,2.9,27,2000
2021-04-09,16,19.5,,1.0,27,2000
2021-04-09,17,18.5,,2.3,29,2000
2021-04-09,18,18.0,,2.6,28,2000
2021-04-09,19,16.2,,2.8,33,2000
2021-04-09,20,15.1,,2.7,35,2000
2021-04-09,21,14.5,,3.2,39,2000
2021-04-09,22,13.5,,2.4,49,2000
2021-04-09,23,12.4,,2.0,50,2000
2021-04-10,00,11.4,,2.5,52,2000
2021-04-10,01,10.4,,2.5,54,2000
2021-04-10,02,9.8,,2.5,55,2000
2021-04-10,03,9.1,,2.2,57,2000
2021-04-10,04,8.7,,2.4,59,2000
2021-04-10,05,8.2,,2.1,60,2000
2021-04-10,06,7.8,,3.8,63,2000
2021-04-10,07,8.0,,3.4,63,2000
2021-04-10,08,9.5,,2.7,57,2000
2021-04-10,09,11.7,,2.2,52,2000
2021-04-10,10,13.5,,1.6,49,2000
2021-04-10,11,15.2,,1.5,45,2000
2021-04-10,12,16.1,,2.3,41,2000
2021-04-10,13,17.5,,1.3,39,2000
2021-04-10,14,18.3,,2.8,38,2000
2021-04-10,15,18.8,,3.2,38,2000
2021-04-10,16,17.7,,4.3,35,2000
2021-04-10,17,17.0,,4.0,29,2000
2021-04-10,18,15.8,,3.6,31,2000
2021-04-10,19,13.8,,2.6,36,2000
2021-04-10,20,12.7,,2.3,50,2000
2021-04-10,21,11.8,,2.1,55,2000
2021-04-10,22,11.2,,0.9,59,2000
2021-04-10,23,10.5,,1.5,60,2000
2021-04-11,00,9.7,,1.1,63,2000
2021-04-11,01,9.5,,0.7,66,2000
2021-04-11,02,8.9,,0.6,60,2000
2021-04-11,03,8.6,,1.5,60,2000
2021-04-11,04,8.4,,0.7,63,2000
2021-04-11,05,8.2,,1.3,62,2000
2021-04-11,06,7.8,,1.9,66,2000
2021-04-11,07,7.6,,2.1,68,2000
2021-04-11,08,9.5,,2.0,64,2000
2021-04-11,09,12.2,,2.1,50,2000
2021-04-11,10,14.8,,1.7,40,2000
2021-04-11,11,17.1,,1.3,29,2000
2021-04-11,12,18.8,,1.8,29,2000
2021-04-11,13,19.9,,2.0,26,2000
2021-04-11,14,20.8,,2.2,27,2000
2021-04-11,15,21.2,,1.6,26,2000
2021-04-11,16,21.5,,1.7,26,2000
2021-04-11,17,20.8,,3.2,29,2000
2021-04-11,18,19.5,,3.7,34,2000
2021-04-11,19,18.1,,2.7,42,2000
2021-04-11,20,17.1,,2.8,45,2000
2021-04-11,21,16.5,,1.1,45,2000
2021-04-11,22,16.1,,0.8,46,2000
2021-04-11,23,15.5,,0.7,50,2000
2021-04-12,00,15.0,,0.2,53,2000
2021-04-12,01,14.7,,1.3,52,2000
2021-04-12,02,14.4,,0.4,52,2000
2021-04-12,03,14.2,,1.0,50,2000
2021-04-12,04,13.7,,1.6,53,2000
2021-04-12,05,13.5,,2.4,54,2000
2021-04-12,06,13.5,,2.0,54,2000
2021-04-12,07,13.9,,2.1,55,2000
2021-04-12,08,14.6,,1.2,52,1958
2021-04-12,09,15.5,,2.6,49,2000
2021-04-12,10,16.1,0.0,2.0,46,2000
2021-04-12,11,16.9,0.0,2.8,41,2000
2021-04-12,12,17.6,0.0,3.9,39,2000
2021-04-12,13,16.6,0.0,3.8,48,1974
2021-04-12,14,14.3,0.3,4.8,58,1380
2021-04-12,15,12.9,1.3,3.6,79,622
2021-04-12,16,12.2,1.8,3.4,92,259
2021-04-12,17,12.0,2.0,4.0,94,530
2021-04-12,18,12.0,1.5,3.8,95,502
2021-04-12,19,12.0,4.1,2.6,97,243
2021-04-12,20,12.1,4.5,2.6,98,280
2021-04-12,21,12.2,1.6,2.5,98,298
2021-04-12,22,12.4,1.2,2.6,99,227
2021-04-12,23,12.5,0.7,1.8,98,407
2021-04-13,00,12.6,3.0,0.9,99,134
2021-04-13,01,12.6,2.9,4.8,99,253
2021-04-13,02,11.7,1.8,3.1,98,239
2021-04-13,03,11.2,1.8,3.6,98,343
2021-04-13,04,10.9,1.0,2.6,98,231
2021-04-13,05,10.7,0.5,3.1,98,970
2021-04-13,06,11.0,0.0,2.9,99,634
2021-04-13,07,11.2,0.0,2.7,96,2000
2021-04-13,08,11.1,,4.3,89,2000
2021-04-13,09,11.9,,4.1,80,2000
2021-04-13,10,13.1,,2.6,78,2000
2021-04-13,11,12.5,,4.6,76,2000
2021-04-13,12,12.6,,4.1,70,2000
2021-04-13,13,12.9,,5.2,64,2000
2021-04-13,14,12.7,,5.4,53,2000
2021-04-13,15,12.4,,4.3,56,2000
2021-04-13,16,11.5,,3.9,58,2000
2021-04-13,17,11.1,,4.0,59,2000
2021-04-13,18,10.2,,3.5,60,2000
2021-04-13,19,9.5,,3.1,58,2000
2021-04-13,20,8.7,,2.9,59,2000
2021-04-13,21,8.0,,4.1,65,2000
2021-04-13,22,7.2,,3.0,63,2000
2021-04-13,23,6.5,,3.3,61,2000
2021-04-14,00,5.7,,3.0,64,2000
2021-04-14,01,5.4,,3.0,63,2000
2021-04-14,02,5.0,,2.7,68,2000
2021-04-14,03,4.6,,1.8,70,2000
2021-04-14,04,3.9,,1.4,72,2000
2021-04-14,05,3.4,,1.2,74,2000
2021-04-14,06,3.4,,1.7,75,2000
2021-04-14,07,3.1,,0.5,75,2000
2021-04-14,08,5.0,,1.7,67,2000
2021-04-14,09,6.8,,2.4,54,2000
2021-04-14,10,8.3,,2.4,43,2000
2021-04-14,11,10.8,,2.9,40,2000
2021-04-14,12,12.6,,2.8,33,2000
2021-04-14,13,12.7,,6.1,33,2000
2021-04-14,14,12.6,,5.3,35,2000
2021-04-14,15,13.0,,3.8,36,2000
2021-04-14,16,12.4,,4.9,36,2000
2021-04-14,17,12.0,,4.1,41,2000
2021-04-14,18,11.1,,3.7,51,2000
2021-04-14,19,9.4,,4.1,59,2000
2021-04-14,20,8.7,,2.9,65,2000
2021-04-14,21,8.4,,2.9,69,2000
2021-04-14,22,8.1,,2.2,72,2000
2021-04-14,23,7.6,,2.2,79,1889
2021-04-15,00,7.1,,1.7,80,1607
2021-04-15,01,7.1,,1.1,83,1488
