날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2021-01-25,12,9.8,,3.0,59,2000
2021-01-25,13,11.2,,1.8,53,2000
2021-01-25,14,12.5,,3.0,46,2000
2021-01-25,15,13.3,,2.7,44,2000
2021-01-25,16,13.7,,2.6,40,2000
2021-01-25,17,13.1,,1.5,37,2000
2021-01-25,18,11.7,,1.6,40,2000
2021-01-25,19,10.9,,0.5,44,2000
2021-01-25,20,9.9,,0.9,48,2000
2021-01-25,21,9.3,,0.8,50,2000
2021-01-25,22,8.5,,1.1,55,2000
2021-01-25,23,8.0,,0.8,63,1988
2021-01-26,00,7.4,,1.8,65,1953
2021-01-26,01,7.1,,1.9,65,2000
2021-01-26,02,7.0,,1.1,68,1998
2021-01-26,03,6.6,,1.9,68,2000
2021-01-26,04,6.5,,1.9,67,2000
2021-01-26,05,6.1,,1.4,67,2000
2021-01-26,06,5.9,,2.0,68,2000
2021-01-26,07,6.2,,3.0,72,1967
2021-01-26,08,5.8,,1.6,74,1149
2021-01-26,09,5.9,0.0,0.6,73,1067
2021-01-26,10,5.9,,1.7,82,752
2021-01-26,11,6.0,,1.1,86,723
2021-01-26,12,6.1,1.3,0.6,88,961
2021-01-26,13,6.5,,2.1,86,1058
2021-01-26,14,7.0,,2.8,84,785
2021-01-26,15,6.9,0.0,2.9,86,553
2021-01-26,16,6.4,,2.3,92,204
2021-01-26,17,5.4,,2.7,95,148
2021-01-26,18,5.2,0.4,3.2,94,779
2021-01-26,19,4.7,,2.6,88,1225
2021-01-26,20,4.3,,2.5,82,1649
2021-01-26,21,3.8,,3.1,82,1551
2021-01-26,22,3.3,,1.8,82,1380
2021-01-26,23,2.4,,0.6,82,1186
2021-01-27,00,1.7,,1.5,84,1104
2021-01-27,01,1.4,,1.6,85,915
2021-01-27,02,1.0,,1.6,81,1102
2021-01-27,03,0.6,,2.1,76,1307
2021-01-27,04,0.1,,1.3,69,1731
2021-01-27,05,-0.4,,1.7,66,2000
2021-01-27,06,-1.0,,1.0,65,2000
2021-01-27,07,-1.4,,0.4,61,2000
2021-01-27,08,-1.8,,2.0,67,2000
2021-01-27,09,-1.2,,0.8,59,2000
2021-01-27,10,0.9,,3.9,43,2000
2021-01-27,11,2.6,,3.0,35,2000
2021-01-27,12,3.9,,2.9,30,2000
2021-01-27,13,5.6,,4.3,21,2000
2021-01-27,14,6.5,,3.1,24,2000
2021-01-27,15,6.0,,3.8,23,2000
2021-01-27,16,5.6,,3.0,25,2000
2021-01-27,17,4.8,,3.3,25,2000
2021-01-27,18,3.6,,3.2,31,2000
2021-01-27,19,2.6,,3.2,41,2000
2021-01-27,20,1.5,,2.6,47,2000
2021-01-27,21,1.1,,1.6,49,2000
2021-01-27,22,0.8,,1.9,51,2000
2021-01-27,23,0.5,,1.4,49,2000
2021-01-28,00,0.7,,1.7,48,2000
2021-01-28,01,0.3,,0.5,47,2000
2021-01-28,02,0.2,,2.2,48,2000
2021-01-28,03,0.1,,2.1,49,2000
2021-01-28,04,0.1,,1.8,51,2000
2021-01-28,05,-0.4,,2.4,52,2000
2021-01-28,06,-0.1,,1.2,53,2000
2021-01-28,07,-0.2,,0.6,54,2000
2021-01-28,08,-0.3,,2.0,56,2000
2021-01-28,09,0.7,,1.7,55,2000
2021-01-28,10,0.5,,4.6,81,70
2021-01-28,11,0.3,,4.0,93,468
2021-01-28,12,0.8,2.0,4.2,82,1988
2021-01-28,13,0.3,,5.1,65,1834
2021-01-28,14,0.9,,7.3,39,1921
2021-01-28,15,0.0,,4.3,44,2000
2021-01-28,16,-1.3,,5.4,41,2000
2021-01-28,17,-3.3,,6.8,38,2000
2021-01-28,18,-4.6,,6.7,39,2000
2021-01-28,19,-5.6,,5.2,46,2000
2021-01-28,20,-6.8,,5.3,53,2000
2021-01-28,21,-7.7,,5.0,52,2000
2021-01-28,22,-8.4,,5.5,50,2000
2021-01-28,23,-8.9,,6.2,46,2000
2021-01-29,00,-9.7,,7.1,44,2000
2021-01-29,01,-10.1,,5.7,43,2000
2021-01-29,02,-10.6,,6.4,41,2000
2021-01-29,03,-10.9,,5.1,44,2000
2021-01-29,04,-11.2,,3.2,46,2000
2021-01-29,05,-11.3,,4.1,44,2000
2021-01-29,06,-11.6,,3.2,47,2000
2021-01-29,07,-11.5,,4.1,47,2000
2021-01-29,08,-11.5,,3.8,42,2000
2021-01-29,09,-11.0,,2.7,41,2000
2021-01-29,10,-9.9,,3.9,37,2000
2021-01-29,11,-8.6,,3.6,34,2000
2021-01-29,12,-8.3,,4.6,31,2000
2021-01-29,13,-7.3,,4.8,31,2000
2021-01-29,14,-6.3,,4.2,33,2000
2021-01-29,15,-5.8,,4.6,31,2000
2021-01-29,16,-5.0,,3.2,33,2000
2021-01-29,17,-5.5,,3.3,33,2000
2021-01-29,18,-6.6,,3.2,35,2000
2021-01-29,19,-7.1,,1.7,38,2000
2021-01-29,20,-7.6,,1.8,39,2000
2021-01-29,21,-8.0,,1.8,43,2000
2021-01-29,22,-8.1,,1.3,45,2000
2021-01-29,23,-8.0,,1.1,49,2000
2021-01-30,00,-8.2,,0.7,48,2000
2021-01-30,01,-6.9,,1.5,49,2000
2021-01-30,02,-6.4,,3.3,49,2000
2021-01-30,03,-6.4,,3.2,52,2000
2021-01-30,04,-6.1,,2.8,51,2000
2021-01-30,05,-5.9,,2.4,51,2000
2021-01-30,06,-5.7,0.0,3.8,53,2000
2021-01-30,07,-5.5,,3.2,54,2000
2021-01-30,08,-5.4,,3.2,58,1970
2021-01-30,09,-5.6,0.2,3.7,72,433
2021-01-30,10,-4.7,,2.1,80,1809
2021-01-30,11,-3.4,,1.9,79,2000
2021-01-30,12,-0.8,0.3,1.8,73,2000
2021-01-30,13,2.9,,2.6,68,2000
2021-01-30,14,3.7,,4.5,65,1357
2021-01-30,15,4.4,,3.3,52,1954
2021-01-30,16,4.9,,2.6,48,2000
2021-01-30,17,4.3,,3.8,41,2000
2021-01-30,18,2.7,,2.9,44,2000
2021-01-30,19,1.6,,1.7,51,2000
2021-01-30,20,0.8,,0.5,54,2000
2021-01-30,21,0.1,,1.6,61,1998
2021-01-30,22,-0.7,,0.9,64,1855
2021-01-30,23,-1.3,,1.3,70,1541
2021-01-31,00,-1.5,,1.4,73,1354
2021-01-31,01,-2.1,,0.8,76,1346
2021-01-31,02,-2.5,,2.0,76,1521
2021-01-31,03,-2.9,,1.6,72,1983
2021-01-31,04,-3.2,,1.7,71,2000
2021-01-31,05,-3.4,,1.8,73,1993
2021-01-31,06,-3.6,,2.5,74,2000
2021-01-31,07,-3.2,,2.5,72,2000
2021-01-31,08,-3.1,,4.0,71,2000
2021-01-31,09,-1.8,,3.1,67,2000
2021-01-31,10,0.8,,3.3,57,2000
2021-01-31,11,2.6,,2.7,49,2000
2021-01-31,12,4.8,,2.8,43,2000
2021-01-31,13,6.4,,3.0,37,2000
2021-01-31,14,7.7,,3.3,35,2000
2021-01-31,15,8.4,,1.8,37,2000
2021-01-31,16,8.6,,2.2,39,2000
2021-01-31,17,8.3,,2.0,42,2000
2021-01-31,18,7.9,,0.8,46,2000
2021-01-31,19,7.4,,0.9,52,2000
2021-01-31,20,6.8,,1.4,52,2000
2021-01-31,21,6.5,,1.1,54,2000
2021-01-31,22,6.3,,1.4,58,2000
2021-01-31,23,5.8,,1.3,60,2000
2021-02-01,00,6.1,,1.7,63,2000
2021-02-01,01,6.3,,1.7,62,2000
2021-02-01,02,6.2,,1.4,62,2000
2021-02-01,03,5.7,0.7,1.7,78,1551
2021-02-01,04,5.7,,1.2,84,1520
2021-02-01,05,5.6,,1.4,85,1556
2021-02-01,06,5.7,,1.8,86,1313
2021-02-01,07,5.8,,1.1,88,1201
2021-02-01,08,5.8,,2.0,89,994
2021-02-01,09,6.7,,1.8,94,686
2021-02-01,10,7.1,,1.9,91,779
2021-02-01,11,7.6,,3.2,87,955
2021-02-01,12,8.5,,2.9,82,1037
2021-02-01,13,9.2,,2.8,75,937
2021-02-01,14,9.2,,4.1,72,795
2021-02-01,15,7.7,,2.9,77,563
2021-02-01,16,6.9,,2.9,83,406
2021-02-01,17,6.7,,2.9,81,429
2021-02-01,18,5.8,,2.2,80,412
2021-02-01,19,5.2,,3.5,86,326
2021-02-01,20,3.8,,5.3,53,1487
2021-02-01,21,2.4,,4.1,52,1829
2021-02-01,22,1.2,,3.8,61,1228
2021-02-01,23,0.1,,3.4,57,2000
2021-02-02,00,-2.3,,5.2,47,2000
2021-02-02,01,-3.2,,4.6,47,2000
2021-02-02,02,-3.8,,4.4,42,2000
2021-02-02,03,-4.4,,4.7,39,2000
2021-02-02,04,-5.3,,5.4,34,2000
2021-02-02,05,-6.2,,2.9,41,2000
2021-02-02,06,-7.2,,3.4,46,2000
2021-02-02,07,-7.9,,3.2,48,2000
2021-02-02,08,-8.2,,3.5,45,2000
2021-02-02,09,-7.8,,3.3,41,2000
2021-02-02,10,-6.8,,4.3,36,2000
2021-02-02,11,-5.7,,3.2,32,2000
2021-02-02,12,-4.9,,4.2,30,2000
2021-02-02,13,-4.6,,5.2,32,2000
2021-02-02,14,-4.1,,4.8,33,2000
2021-02-02,15,-3.1,,4.6,35,2000
2021-02-02,16,-2.5,,4.3,41,2000
2021-02-02,17,-3.3,,2.9,45,2000
2021-02-02,18,-4.1,,3.7,49,2000
2021-02-02,19,-4.4,,3.1,55,2000
2021-02-02,20,-4.5,,3.5,58,2000
2021-02-02,21,-5.3,0.0,3.3,58,2000
2021-02-02,22,-6.0,,3.0,75,1828
2021-02-02,23,-6.9,,4.0,62,2000
2021-02-03,00,-7.7,0.0,2.9,55,2000
2021-02-03,01,-8.4,,0.9,54,2000
2021-02-03,02,-9.0,,0.9,57,2000
2021-02-03,03,-9.2,,1.5,57,2000
2021-02-03,04,-9.3,,0.6,55,2000
2021-02-03,05,-9.0,,1.4,55,2000
2021-02-03,06,-8.7,,1.7,56,2000
2021-02-03,07,-9.0,,0.8,59,2000
2021-02-03,08,-8.9,,1.8,62,2000
2021-02-03,09,-7.7,,1.7,60,2000
2021-02-03,10,-4.8,,1.7,54,2000
2021-02-03,11,-2.5,,1.4,48,2000
2021-02-03,12,-0.8,,2.1,45,2000
2021-02-03,13,0.4,,3.6,44,2000
2021-02-03,14,1.2,,4.2,47,2000
2021-02-03,15,0.2,,4.4,57,2000
2021-02-03,16,0.3,,3.4,61,2000
2021-02-03,17,0.7,,3.4,66,2000
2021-02-03,18,0.3,0.0,3.2,70,1632
2021-02-03,19,-0.1,,2.2,74,2000
2021-02-03,20,0.2,,1.8,71,2000
2021-02-03,21,0.2,0.0,1.1,76,1114
2021-02-03,22,-0.5,,3.2,92,369
2021-02-03,23,-0.5,,2.0,93,393
2021-02-04,00,0.0,3.4,2.5,96,105
2021-02-04,01,0.3,,3.3,95,724
2021-02-04,02,-1.0,,3.7,76,1076
2021-02-04,03,-2.8,0.1,2.1,70,1902
2021-02-04,04,-4.2,,3.5,63,2000
2021-02-04,05,-5.5,,3.6,55,2000
2021-02-04,06,-6.5,,1.8,59,2000
2021-02-04,07,-7.1,,2.5,56,2000
2021-02-04,08,-7.3,,3.5,53,2000
2021-02-04,09,-6.8,,3.1,50,2000
2021-02-04,10,-5.7,,2.4,47,2000
2021-02-04,11,-3.8,,1.5,42,2000
2021-02-04,12,-2.9,,2.7,38,2000
2021-02-04,13,-2.3,,3.0,31,2000
2021-02-04,14,-1.3,,3.2,32,2000
2021-02-04,15,-0.3,,2.8,31,2000
2021-02-04,16,0.5,,2.7,30,2000
2021-02-04,17,0.1,,1.8,33,2000
2021-02-04,18,-1.2,,3.0,39,2000
2021-02-04,19,-2.3,,2.7,47,2000
2021-02-04,20,-3.0,,2.1,50,2000
2021-02-04,21,-3.6,,1.5,52,2000
2021-02-04,22,-4.0,,0.8,56,2000
2021-02-04,23,-4.1,,1.1,64,2000
2021-02-05,00,-4.4,,1.7,62,2000
2021-02-05,01,-4.3,,2.1,66,2000
2021-02-05,02,-4.2,,1.9,67,2000
2021-02-05,03,-3.7,,2.1,67,2000
2021-02-05,04,-3.5,,2.0,67,2000
2021-02-05,05,-4.0,,2.7,68,2000
2021-02-05,06,-3.9,,2.8,69,2000
2021-02-05,07,-3.9,,3.0,73,2000
2021-02-05,08,-3.7,,2.9,75,2000
2021-02-05,09,-2.6,,2.9,74,2000
2021-02-05,10,-0.9,,1.7,69,2000
2021-02-05,11,0.7,,1.4,67,2000
2021-02-05,12,1.8,,2.0,66,2000
2021-02-05,13,3.6,,2.7,71,2000
2021-02-05,14,5.5,,3.2,68,2000
2021-02-05,15,6.1,,4.5,67,2000
2021-02-05,16,6.1,,4.5,65,2000
2021-02-05,17,5.7,,3.1,67,2000
2021-02-05,18,4.9,,2.9,72,2000
2021-02-05,19,4.5,,3.2,75,2000
2021-02-05,20,4.2,,2.4,78,2000
2021-02-05,21,4.1,,2.3,80,2000
2021-02-05,22,4.1,,1.6,78,2000
2021-02-05,23,4.1,,1.1,79,2000
2021-02-06,00,4.3,,1.9,79,2000
2021-02-06,01,4.5,,1.7,80,2000
2021-02-06,02,4.5,,1.4,77,2000
2021-02-06,03,4.7,,1.6,78,2000
2021-02-06,04,4.8,,2.2,78,2000
2021-02-06,05,4.9,,2.4,79,2000
2021-02-06,06,4.8,,0.9,79,2000
2021-02-06,07,4.5,,1.3,75,2000
2021-02-06,08,4.5,,0.7,77,2000
2021-02-06,09,4.8,,2.0,79,2000
2021-02-06,10,5.4,,1.2,78,1999
2021-02-06,11,6.7,,1.6,83,1075
2021-02-06,12,7.7,,3.0,80,945
2021-02-06,13,8.5,,3.0,78,700
2021-02-06,14,9.4,,3.3,74,594
2021-02-06,15,9.4,,2.7,75,547
2021-02-06,16,8.9,,4.2,78,479
2021-02-06,17,8.5,,3.0,81,452
2021-02-06,18,7.8,,2.4,81,423
2021-02-06,19,7.7,,2.2,83,418
2021-02-06,20,7.8,,3.0,83,462
2021-02-06,21,7.8,,2.5,83,450
2021-02-06,22,7.7,,2.3,87,399
2021-02-06,23,7.6,,2.7,88,366
2021-02-07,00,7.3,,2.7,88,349
2021-02-07,01,7.1,,3.3,89,322
2021-02-07,02,6.3,,3.5,90,228
2021-02-07,03,5.9,,1.6,90,235
2021-02-07,04,5.6,,1.5,89,253
2021-02-07,05,5.1,,1.4,91,196
2021-02-07,06,4.6,,1.9,93,190
2021-02-07,07,4.5,,0.7,92,207
2021-02-07,08,3.6,,2.0,95,51
2021-02-07,09,3.5,,1.5,95,164
2021-02-07,10,3.8,,1.7,93,280
2021-02-07,11,4.6,,3.2,86,330
2021-02-07,12,5.2,,3.6,79,456
2021-02-07,13,5.5,,4.3,67,683
2021-02-07,14,6.8,,4.2,50,1664
2021-02-07,15,7.4,,3.5,36,2000
2021-02-07,16,7.3,,3.8,33,2000
2021-02-07,17,6.4,,3.9,31,2000
2021-02-07,18,4.4,,3.7,33,2000
2021-02-07,19,2.8,,3.9,33,2000
2021-02-07,20,1.6,,4.0,41,2000
2021-02-07,21,0.0,,3.3,52,2000
2021-02-07,22,-1.2,,4.8,51,2000
2021-02-07,23,-2.0,,3.6,56,2000
2021-02-08,00,-2.6,,2.4,58,2000
2021-02-08,01,-3.0,,1.8,55,2000
2021-02-08,02,-3.1,,3.1,55,2000
2021-02-08,03,-3.5,,2.6,56,2000
2021-02-08,04,-3.9,,2.5,57,2000
2021-02-08,05,-4.4,,2.1,55,2000
2021-02-08,06,-4.8,,2.2,54,2000
2021-02-08,07,-5.2,,2.5,53,2000
2021-02-08,08,-5.3,,3.2,52,2000
2021-02-08,09,-4.7,,3.7,46,2000
2021-02-08,10,-3.8,,3.6,41,2000
2021-02-08,11,-3.1,,4.1,36,2000
2021-02-08,12,-2.1,,4.2,32,2000
2021-02-08,13,-1.0,,3.9,31,2000
2021-02-08,14,-0.6,,4.7,31,2000
2021-02-08,15,-0.3,,5.3,30,2000
2021-02-08,16,-0.1,,5.2,30,2000
2021-02-08,17,-0.2,,4.4,34,2000
2021-02-08,18,-1.5,,4.0,36,2000
2021-02-08,19,-2.2,,3.9,37,2000
2021-02-08,20,-2.8,,2.8,43,2000
2021-02-08,21,-3.3,,3.6,46,2000
2021-02-08,22,-3.9,,3.1,49,2000
2021-02-08,23,-4.2,,1.7,49,2000
2021-02-09,00,-4.7,,1.6,49,2000
2021-02-09,01,-5.0,,1.7,49,2000
2021-02-09,02,-5.3,,1.4,50,2000
2021-02-09,03,-5.7,,0.7,53,2000
2021-02-09,04,-5.9,,0.8,56,2000
2021-02-09,05,-5.9,,0.7,60,2000
2021-02-09,06,-5.6,,0.9,61,2000
2021-02-09,07,-5.6,,0.7,65,2000
2021-02-09,08,-5.6,,0.8,64,2000
2021-02-09,09,-4.3,,1.1,58,2000
2021-02-09,10,-1.8,,2.4,50,2000
2021-02-09,11,-0.3,,2.1,36,2000
2021-02-09,12,1.4,,2.8,33,2000
2021-02-09,13,2.7,,3.2,32,2000
2021-02-09,14,4.4,,2.6,29,2000
2021-02-09,15,4.1,,4.1,31,2000
2021-02-09,16,4.3,,2.8,34,2000
2021-02-09,17,3.8,,3.4,40,2000
2021-02-09,18,2.3,,3.4,49,2000
2021-02-09,19,1.5,,2.5,51,2000
2021-02-09,20,1.0,,2.0,58,2000
2021-02-09,21,0.5,,1.7,60,2000
2021-02-09,22,0.0,,1.6,62,2000
2021-02-09,23,-0.2,,1.6,65,2000
2021-02-10,00,-0.3,,1.9,70,2000
2021-02-10,01,-0.4,,0.9,72,2000
2021-02-10,02,-0.8,,0.4,75,2000
2021-02-10,03,-1.0,,1.6,77,2000
2021-02-10,04,-1.4,,1.8,80,2000
2021-02-10,05,-0.7,,1.5,77,2000
2021-02-10,06,-0.3,,2.1,74,2000
2021-02-10,07,-0.5,,2.3,75,2000
2021-02-10,08,-0.3,,1.9,74,2000
2021-02-10,09,0.6,,2.3,74,2000
2021-02-10,10,2.0,,1.5,72,2000
2021-02-10,11,4.0,,0.8,72,2000
2021-02-10,12,5.1,,1.5,70,2000
2021-02-10,13,5.9,,2.5,68,2000
2021-02-10,14,6.5,,2.4,69,1964
2021-02-10,15,7.0,,3.1,68,2000
2021-02-10,16,6.9,,2.4,66,2000
2021-02-10,17,6.7,,3.0,64,2000
2021-02-10,18,6.2,,2.4,71,2000
2021-02-10,19,5.5,,2.4,75,1877
2021-02-10,20,5.1,,2.6,80,1579
2021-02-10,21,4.7,,2.0,82,1250
2021-02-10,22,4.6,,1.5,83,1234
2021-02-10,23,4.7,,2.2,86,1123
2021-02-11,00,4.5,,1.3,85,991
2021-02-11,01,4.5,,1.3,85,911
2021-02-11,02,4.4,,1.1,81,946
2021-02-11,03,3.4,,1.7,81,852
2021-02-11,04,2.4,,2.0,85,767
2021-02-11,05,2.0,,0.8,87,675
2021-02-11,06,1.5,,0.5,88,527
2021-02-11,07,1.8,,0.1,92,571
2021-02-11,08,2.4,,0.9,91,638
2021-02-11,09,3.0,,1.3,89,584
2021-02-11,10,3.9,,1.8,85,620
2021-02-11,11,5.8,,1.8,74,706
2021-02-11,12,7.3,,2.3,66,757
2021-02-11,13,8.7,,2.4,59,822
2021-02-11,14,10.0,,2.1,54,946
2021-02-11,15,10.3,,1.4,51,1051
2021-02-11,16,10.8,,0.7,49,1083
2021-02-11,17,10.3,,1.0,48,1167
2021-02-11,18,8.9,,1.6,55,874
2021-02-11,19,7.5,,1.4,60,749
2021-02-11,20,6.5,,1.5,64,694
2021-02-11,21,5.7,,1.9,68,670
2021-02-11,22,5.0,,0.2,71,612
2021-02-11,23,4.4,,0.5,72,680
2021-02-12,00,3.8,,0.8,74,663
2021-02-12,01,3.1,,1.8,76,670
2021-02-12,02,2.9,,1.3,77,691
2021-02-12,03,2.5,,1.5,79,634
2021-02-12,04,2.0,,1.8,80,599
2021-02-12,05,1.7,,1.6,82,594
2021-02-12,06,1.3,,2.2,82,578
2021-02-12,07,0.7,,2.2,84,578
2021-02-12,08,0.6,,2.4,85,551
2021-02-12,09,1.7,,1.3,83,660
2021-02-12,10,4.5,,1.2,72,825
2021-02-12,11,7.4,,1.0,60,889
2021-02-12,12,10.1,,1.4,51,883
2021-02-12,13,12.4,,2.2,41,1178
2021-02-12,14,12.9,,2.7,36,1193
2021-02-12,15,13.7,,2.5,34,1319
2021-02-12,16,13.5,,2.2,31,1373
2021-02-12,17,12.6,,2.8,32,1520
2021-02-12,18,11.0,,1.5,38,1224
2021-02-12,19,9.2,,2.7,54,720
2021-02-12,20,8.0,,1.9,57,705
2021-02-12,21,7.3,,0.6,56,776
2021-02-12,22,6.3,,0.1,60,774
2021-02-12,23,5.5,,0.8,61,827
2021-02-13,00,4.5,,1.2,62,889
2021-02-13,01,4.1,,0.8,63,931
2021-02-13,02,3.6,,2.0,63,1021
2021-02-13,03,3.1,,2.5,65,1022
2021-02-13,04,2.8,,0.9,67,967
2021-02-13,05,2.2,,1.1,66,950
2021-02-13,06,1.9,,1.9,70,913
2021-02-13,07,1.5,,1.3,71,919
2021-02-13,08,1.0,,2.0,72,828
2021-02-13,09,2.1,,1.3,73,717
2021-02-13,10,5.3,,1.1,61,790
2021-02-13,11,8.3,,1.4,50,941
2021-02-13,12,11.0,,1.0,43,981
2021-02-13,13,12.8,,0.9,34,1246
2021-02-13,14,14.9,,1.4,27,1600
2021-02-13,15,15.0,,2.7,26,1483
2021-02-13,16,14.1,,3.5,31,1105
2021-02-13,17,13.3,,3.0,34,1121
2021-02-13,18,12.1,,1.8,34,1232
2021-02-13,19,10.6,,2.3,37,1419
2021-02-13,20,9.5,,2.0,40,1318
2021-02-13,21,8.4,,1.1,45,1210
2021-02-13,22,7.7,,0.7,47,1251
2021-02-13,23,6.9,,0.3,49,1252
2021-02-14,00,7.0,,0.4,49,1368
2021-02-14,01,6.7,,0.4,48,1534
2021-02-14,02,6.6,,0.7,49,1560
2021-02-14,03,6.7,,1.7,50,1475
2021-02-14,04,6.6,,0.8,50,1533
2021-02-14,05,6.6,,1.2,51,1502
2021-02-14,06,6.7,0.0,1.0,51,1446
2021-02-14,07,6.5,,1.8,52,1442
2021-02-14,08,6.5,,1.0,53,1459
2021-02-14,09,7.7,,1.8,51,1584
2021-02-14,10,9.4,,2.1,47,1468
2021-02-14,11,11.6,,1.6,40,1391
2021-02-14,12,13.0,,1.7,36,1357
2021-02-14,13,13.7,,1.8,34,1195
2021-02-14,14,13.6,,2.3,32,1168
2021-02-14,15,13.4,,1.5,34,1090
2021-02-14,16,13.4,,1.8,33,1167
2021-02-14,17,12.7,,2.0,39,942
2021-02-14,18,11.4,,2.6,45,788
2021-02-14,19,10.3,,2.1,48,782
2021-02-14,20,9.6,,1.5,51,758
2021-02-14,21,8.6,,0.4,54,740
2021-02-14,22,7.6,,1.5,56,731
2021-02-14,23,8.5,,2.3,57,694
2021-02-15,00,8.2,,3.3,60,632
2021-02-15,01,7.7,,2.4,60,597
2021-02-15,02,7.4,,2.1,59,628
2021-02-15,03,7.0,0.0,2.4,64,547
2021-02-15,04,6.3,,2.3,73,414
2021-02-15,05,5.3,,1.7,87,240
2021-02-15,06,5.3,1.2,2.1,89,258
2021-02-15,07,5.3,,2.6,91,271
2021-02-15,08,4.9,,3.0,94,436
2021-02-15,09,3.4,0.2,4.0,91,772
2021-02-15,10,2.2,,4.0,89,837
2021-02-15,11,1.2,,4.2,83,1385
2021-02-15,12,1.8,,5.0,69,2000
2021-02-15,13,2.3,,5.6,62,2000
2021-02-15,14,2.0,,5.5,56,2000
2021-02-15,15,1.8,,5.5,47,2000
2021-02-15,16,2.1,,4.5,38,2000
2021-02-15,17,0.9,,6.2,36,2000
2021-02-15,18,-1.0,,4.6,46,2000
2021-02-15,19,-2.5,,5.1,51,2000
2021-02-15,20,-3.4,,6.0,55,2000
2021-02-15,21,-3.9,,4.0,57,2000
2021-02-15,22,-4.5,,3.6,57,2000
2021-02-15,23,-4.9,,3.4,57,2000
2021-02-16,00,-5.2,,3.2,58,2000
2021-02-16,01,-5.3,,3.4,59,2000
2021-02-16,02,-5.4,,3.3,61,2000
2021-02-16,03,-5.7,,3.0,62,2000
2021-02-16,04,-6.0,,1.5,60,2000
2021-02-16,05,-6.4,,1.5,62,2000
2021-02-16,06,-6.5,,1.4,63,2000
2021-02-16,07,-5.9,,2.5,62,2000
2021-02-16,08,-5.7,,2.6,64,2000
2021-02-16,09,-5.2,0.0,3.7,59,1726
2021-02-16,10,-5.3,,1.7,73,691
2021-02-16,11,-5.2,,2.7,79,199
2021-02-16,12,-5.0,0.8,2.7,81,267
2021-02-16,13,-4.7,,2.3,83,209
2021-02-16,14,-4.3,,2.7,79,1348
2021-02-16,15,-3.2,0.7,2.5,62,2000
2021-02-16,16,-2.0,,3.6,59,2000
2021-02-16,17,-1.5,,3.1,45,2000
2021-02-16,18,-2.9,,3.1,38,2000
2021-02-16,19,-4.1,,4.0,40,2000
2021-02-16,20,-4.9,,4.6,43,2000
2021-02-16,21,-5.7,,5.0,49,2000
2021-02-16,22,-6.0,,3.6,50,2000
2021-02-16,23,-6.3,,5.6,47,2000
2021-02-17,00,-7.0,,6.0,49,2000
2021-02-17,01,-7.7,,5.5,47,2000
2021-02-17,02,-8.1,,4.6,47,2000
2021-02-17,03,-8.6,,4.6,45,2000
2021-02-17,04,-9.3,,4.1,45,2000
2021-02-17,05,-9.8,,4.6,45,2000
2021-02-17,06,-10.1,,5.8,45,2000
2021-02-17,07,-10.2,,3.7,47,2000
2021-02-17,08,-10.3,,4.8,47,2000
2021-02-17,09,-9.9,,5.8,44,2000
2021-02-17,10,-8.9,,4.9,43,2000
2021-02-17,11,-8.4,,5.9,43,2000
2021-02-17,12,-7.5,,4.3,41,2000
2021-02-17,13,-6.4,,5.4,39,2000
2021-02-17,14,-5.8,,5.4,35,2000
2021-02-17,15,-5.5,,5.7,34,2000
2021-02-17,16,-5.4,,5.0,35,2000
2021-02-17,17,-5.9,,5.8,35,2000
2021-02-17,18,-6.8,,4.9,44,2000
2021-02-17,19,-8.2,,5.7,51,2000
2021-02-17,20,-8.7,,4.5,56,2000
2021-02-17,21,-9.1,0.0,5.0,53,2000
2021-02-17,22,-9.1,,4.0,51,2000
2021-02-17,23,-9.1,,3.9,47,2000
2021-02-18,00,-9.2,,3.5,47,2000
2021-02-18,01,-9.5,,3.6,48,2000
2021-02-18,02,-9.6,,4.0,49,2000
2021-02-18,03,-10.0,,3.4,49,2000
2021-02-18,04,-10.3,,2.4,49,2000
2021-02-18,05,-10.4,,3.0,49,2000
2021-02-18,06,-10.5,,2.5,48,2000
2021-02-18,07,-10.5,,2.7,50,2000
2021-02-18,08,-10.0,,4.0,51,2000
2021-02-18,09,-8.7,,3.8,49,2000
2021-02-18,10,-7.6,,4.8,46,2000
2021-02-18,11,-5.7,,3.6,42,2000
2021-02-18,12,-4.4,,3.6,38,2000
2021-02-18,13,-3.1,,3.0,36,2000
2021-02-18,14,-2.6,,4.3,36,2000
2021-02-18,15,-1.7,,2.9,35,2000
2021-02-18,16,-0.9,,2.8,34,2000
2021-02-18,17,-0.7,,3.2,36,2000
2021-02-18,18,-1.9,,3.9,38,2000
2021-02-18,19,-2.6,,2.6,42,2000
2021-02-18,20,-3.0,,2.5,43,2000
2021-02-18,21,-3.6,,1.5,46,2000
2021-02-18,22,-4.1,,1.9,49,2000
2021-02-18,23,-4.7,,1.3,53,2000
2021-02-19,00,-5.3,,2.0,56,2000
2021-02-19,01,-5.9,,2.0,58,2000
2021-02-19,02,-6.1,,1.4,60,2000
2021-02-19,03,-6.4,,1.1,63,2000
2021-02-19,04,-6.6,,1.2,65,2000
2021-02-19,05,-6.7,,1.6,66,2000
2021-02-19,06,-7.0,,1.2,68,2000
2021-02-19,07,-6.9,,2.8,67,2000
2021-02-19,08,-6.4,,2.7,69,2000
